title,mDeBERTa-v3_politik_confidence,mDeBERTa-v3_is_politics
Ukrainische Entwicklung: Unterwasserdrohne gegen Putins Schwarzmeerflotte | DER SPIEGEL,0.9396923780441284,1
"Flucht aus Bergkarabach: »Ich bin wütend auf die ganze Welt, die sieht einfach nur zu« | DER SPIEGEL",0.0762011855840683,0
Im Schützengraben: Mit dieser 36 Jahre alten Haubitze beschießen die Ukrainer die russische Armee,0.1604632586240768,0
Migration: Alexander Dobrindt (CSU) und Katharina Dröge (Grüne) streiten im SPIEGEL-Talk,0.9194799661636353,1
Donald Trump vor Arbeitern: »Ihr werdet gar nichts mehr haben« | DER SPIEGEL,0.9329131841659546,1
Livestream: So will Innenministerin Faeser illegale Migration bekämpfen,0.9944666028022766,1
Viktor Sokolow: Video soll totgeglaubten russischen General zeigen | DER SPIEGEL,0.9074327945709229,1
Chinas schwimmende Barriere gegen die Philippinen: »Eine Politik der Nadelstiche« | DER SPIEGEL,0.9608967304229736,1
Wut auf die Regierung: Scholz und Baerbock im Wahlkampf | SPIEGEL TV,0.9973112940788268,1
Lafontaine und Schröder: Wie eine Männerfeindschaft die politische Landschaft veränderte,0.9695736765861512,1
Livestream: So will die Bundesregierung die Wohnungsbaumisere lösen,0.9904220700263976,1
"Oberbürgermeisterwahl in Nordhausen: »Wir sind überglücklich, dass die AfD hier verschissen hat«",0.9784052968025208,1
"Ukraine-Krieg: »Wir werden Bachmut, Donezk und die Krim einnehmen« | DER SPIEGEL",0.9917882084846495,1
Landtagswahl in Bayern: Grün ist das Feindbild | DER SPIEGEL,0.94629967212677,1
Abgerauscht! Wie Frauen der Weg aus der Sucht gelingt | SPIEGEL TV,0.016466174274683,0
Schlagabtausch im Uno-Sicherheitsrat: »Beenden Sie doch den Krieg!« | DER SPIEGEL,0.8079156875610352,1
Manöver »Northern Coasts«: Wie die Nato sich im Baltikum für einen Überfall wappnet | DER SPIEGEL,0.7613611221313477,1
Wolodymyr Selenskyj vor der UNO-Vollversammlung: Ringen um Ukraine-Unterstützung | DER SPIEGEL,0.9922519326210022,1
Selenskyj vor den Vereinten Nationen: »Alle zehn Jahre fängt Russland einen neuen Krieg an«,0.8242675065994263,1
Livestream: Das sagt Wolodymyr Selenskyj vor den Vereinten Nationen | DER SPIEGEL,0.9099120497703552,1
Am Limit: Flüchtlingskrise 2.0 | SPIEGEL TV,0.2216032594442367,0
"Aufnahmestopp in Berlin: Kaum erzogen, kaum sozialisiert – darum landen so viele Coronatiere im Heim",0.0510827377438545,0
New York City: Alexandria Ocasio-Cortez spricht bei Klimaprotesten | DER SPIEGEL,0.9147107005119324,1
Berlin: Letzte Generation blockiert Berufsverkehr | DER SPIEGEL,0.2593563497066498,0
Abreise von Nordkoreas Diktator: »Putin hat Kim wirklich den roten Teppich ausgerollt« | DER SPIEGEL,0.9099870324134828,1
Wir drehen eine Runde: Tesla Model S Plaid | DER SPIEGEL,0.7113557457923889,1
"Windkraft: »Man braucht ungefähr 150 Genehmigungen, um eine Anlage aufzustellen« | DER SPIEGEL",0.842215359210968,1
26 Stockwerke Stress: Einsatz auf dem Kölnberg | SPIEGEL TV (2014),0.8390098214149475,1
"Afghanistan-Veteran bei den Invictus Games: »Die beste Therapie, die mir hätte passieren können«",0.0301431324332952,0
Die Demokratiefeinde: Reichsbürger in Schwabenländle | SPIEGEL TV,0.8020521402359009,1
DFB-Krise: Kann Julian Nagelsmann Nationaltrainer? Lena Cassel und Béla Réthy im Talk,0.6559973955154419,1
"Pennsylvania, USA: Polizei fasst ausgebrochenen Mörder Danelo Cavalcante | DER SPIEGEL",0.1510277986526489,0
Flut in Libyen: »Es gibt größere Verluste als in einem Krieg« | DER SPIEGEL,0.6423764228820801,1
Putin trifft Kim am Weltraumbahnhof: Der 40-Sekunden-Handschlag | DER SPIEGEL,0.8952024579048157,1
"Höhlenforscher gerettet: »Als ich sah, wie er an die Oberfläche kam, weinte ich vor Glück«",0.2925952970981598,0
Livestream: Das sagt Ursula von der Leyen zur Lage der EU | DER SPIEGEL,0.996271014213562,1
Ukraine-Krieg: Bodycam-Aufnahmen von Kommando-Einsatz | DER SPIEGEL,0.6124255061149597,1
SPIEGEL-Event zum Kampf ums Essen: »Vor vegetarischen Würstchen kann man nur warnen«,0.7771307826042175,1
Livestream: So feiern die Basketball-Weltmeister | DER SPIEGEL,0.0037072526756674,0
Ukraine-Krieg: Soldaten bergen gefallene Russen auf der »Straße des Todes« | DER SPIEGEL,0.8176382184028625,1
Erdbeben in Marokko: Überlebende schildern die Katastrophe | DER SPIEGEL,0.0408552847802639,0
Flugzeuginnovation: 1500 Kilometer mit flüssigem Wasserstoff | DER SPIEGEL,0.3974705636501312,0
Spaßmobil im Test: BeTriton - Auf großer Fahrt im Wowatüüt | DER SPIEGEL,0.0205474328249692,0
"Erdbeben in Marokko: Erst Panik, dann Verwüstung",0.0324055217206478,0
Gestrandet am Kölnberg: Hinter den Türen eines Hochhausghettos | SPIEGEL TV (2015),0.1319542676210403,0
"Grünen-Landwirtschaftsminister: Sind Sie ein Verbotsminister, Herr Özdemir?",0.9568564891815186,1
Unwetter in Griechenland: »Innerhalb von fünf Stunden war alles ruiniert« | DER SPIEGEL,0.2203424423933029,0
Seltener archäologischer Fund: Römische Schwerter aus der Wüste | DER SPIEGEL,0.1181814074516296,0
Rolling Stones stellen neues Album vor: Jammen mit Jimmy Fallon | DER SPIEGEL,0.2183358520269394,0
Extremwetter in Südeuropa: Rekordregen mit fatalen Folgen | DER SPIEGEL,0.2274693250656128,0
So streiten sich Bundeskanzler Olaf Scholz und CDU-Chef Friedrich Merz im Bundestag | DER SPIEGEL,0.9711974859237672,1
Kiews Kriegstechnik: »Die Stunde der Drohnen« | DER SPIEGEL,0.2196721136569976,0
Mars-Mission macht riesige Entdeckung | NASA,0.2716379463672638,0
Bären-Schock beim Mittag: Gefährliche Begegnung mitten in der Wildnis,0.0093490639701485,0
Gewaltiger Schock: Monster-Welle überrollt Urlauber | Qianting,0.0042398255318403,0
Angreifer überwältigt Beamten: Brutale Attacke in Polizei-Station,0.0341406539082527,0
Ukrainer legen Russen mit Attrappe rein | BILD-Lagezentrum,0.4327824413776397,0
Russischer Flughafen getroffen: Drohnen-Angriff auf Putins Urlaubsort | Sotschi,0.7313464879989624,1
Jetski-Angriff auf dem Schwarzen Meer | Ukraine-Krieg,0.2935816943645477,0
Ukraine-Pilot packt aus: So tödlich ist der Luftkampf gegen Putin | Ukraine-Krieg,0.1093248277902603,0
Mit voller Absicht ins Polizeirevier: Täter jubelt nach Amokfahrt,0.0090377544984221,0
Russen erleiden schwere Verluste im Süden | BILD-Lagezentrum,0.6557770371437073,1
Feuer-Tragödie: Hochzeits-Feier wird zur Todesfalle,0.0921144783496856,0
Donald Trump macht sich über Joe Biden lustig,0.9051966667175292,1
Tragischer Unfall: Mehr als 21 Tote bei Brückensturz in Venedig,0.3656831681728363,0
Jugendlichen-Mob verhöhnt die Polizei | Frankfurt,0.0101304119452834,0
Schweizer Gletscher schmelzen in Rekordzeit | Zeitraffer-Video,0.0156711786985397,0
Mega-Jacht „Octopus“ in deutschem Hafen,0.1529156267642974,0
Kampf um Leben und Tod: Nilpferd stürzt sich auf Tierpfleger,0.1798184216022491,0
Russland nutzt offiziell iranische Waffen | BILD-Lagezentrum,0.0813827514648437,0
Todesschüsse in Hamburg: Killer-Kommando richtet Mann vor Bar hin,0.0572556070983409,0
Betrunkene Mutter randaliert im Aufzug: Tochter muss alles mit angucken,0.080429658293724,0
Neue Stufe der Gewalt: Bank-Bomber schlagen mit Sprengstoff zu | Zitzow,0.0486765652894973,0
Otter-Mutter verschollen: Brutale Orca-Attacke auf Baby,0.1406900733709335,0
"Justiz-Irrsinn um Maddie McCann: 5 Fragen, 5 Antworten | Kai Feldhaus",0.0107975685968995,0
Neuer Bericht aufgetaucht: US-Grenzschutz veröffentlicht UFO-Videos,0.1763876527547836,0
Panik im Zirkus: Löwe verbeißt sich in Dompteur,0.0965353175997734,0
Stich-Attacke auf Polizisten: Wespen-Angriff bei Festnahme,0.4884663820266723,0
Dreister Diebstahl: Sicherheitsbeamtin verschluckt Geldscheine | Flughafen,0.0408074744045734,0
Ukrainer bauen „Todeszapfen“-Drohne: Das ist „Marichka“ | Ukraine-Krieg,0.0106628071516752,0
Deppen-Diebe machen alles falsch: Einbruch in Gartenlaube | Dresden,0.0058312714099884,0
Taucher zerschneidet Schiffs-Blockade: Streit mit China eskaliert | Philippinen,0.9285385012626648,1
Wütender Elefant rastet aus: Elefantendame kämpft um ihr Zuhause,0.0297883078455925,0
Großalarm in Rotterdam: Mann erschießt drei Menschen im Erasmus-Krankenhaus,0.2254166007041931,0
Gewaltausbruch gegen Pariser Polizei: Randale außer Kontrolle | Frankenreich,0.0054586608894169,0
Flugzeug von Wagner-Söldnern explodiert,0.1030695661902427,0
Eltern unter Schock: Mutmaßlicher Täter reißt Joel (6) aus dem Leben | Pragelsdorf,0.060668371617794,0
Radfahrer vs. Klima-Kleber: Klima-Chaoten von Straße geprügelt,0.9622852206230164,1
"Schwerer Unfall auf A10: Raser kracht ungebremst in Transporter | Oranienburg, Brandenburg",0.0805742293596267,0
Dreiste Benzin-Klau-Bande: Lebensgefahr an der Tanke | Altforweiler,0.0857475399971008,0
Gewaltige Treffer: Drohne zerstört Bunker im Wald | Ukraine-Krieg,0.1747620999813079,0
Aufgespürt und ausgeschaltet: Drohne vernichtet Putins Panzerhaubitze | Ukraine-Krieg,0.4517194628715515,0
F-35 Kampfjet: Bester Kampfjet der Welt landet auf Autobahn | Finnland,0.0358638055622577,0
Russische Schwarzmeer-Flotte schwer getroffen | Ukrainische Gegenoffensive (Sewastopol),0.1394110023975372,0
Moskau nutzt neue Strategie gegen Kiews Luftwaffe | BILD-Lagezentrum,0.4904796779155731,0
Abstieg Deutschland: Der Zerfall des Ruhrpotts | BILD Reportage,0.5485525727272034,1
Deutsche „Marder“ retten Ukrainern das Leben | BILD-Lagezentrum,0.3110082149505615,0
Ukraine startet Bodenoffensive auf strategisches Dorf | BILD Lagezentrum,0.8185555338859558,1
Peter Pan – Eine Fähre wird vergrößert | XXL Werkstatt – BILD Doku,0.1294027417898178,0
HDMS Absalon – Kriegsschiff im Trockendock | XXL Werkstatt – BILD Doku,0.0783774405717849,0
Blackout-Gefahr: Sonnenstürme – Das kosmische Spektakel | BILD Doku,0.1037486344575882,0
Der unaufhaltsame Anstieg: Wenn das Meer zur Gefahr wird | BILD Doku,0.2492872774600982,0
Herzzerreißende Bilder: Braunbär steckt tagelang in Plastik-Falle | Spanien,0.0625883638858795,0
Entführung in Thailand: Gefesselte Geisel kann nach Unfall entkommen,0.0327827222645282,0
Irre Wasserschlacht: Epischer Kampf der Urzeittiere!,0.015633562579751,0
"Seit 1,5 Jahren darf Oligarchen-Jacht nicht auslaufen | Triest (Italien)",0.5282900929450989,1
Zivile Ziele in Lemberg: Heftiger Beschuss nahe polnischer Grenze | Lemberg,0.0091256378218531,0
Neue Polizei-Taktik: Jetzt werden die Klima-Kleber blockiert,0.4868194460868835,0
Eisschmelze: Das Ende des frostigen Erbes | BILD Doku,0.2054555863142013,0
Gigantischer Flut-Horror: Ausmaß der Überschwemmungen schockt alle | Libyen,0.0163087658584117,0
Hunderte Wohnungen müssen gesprengt werden | Türkei-Erdbeben,0.1406900733709335,0
Mega-Panne im CDU-Imagefilm: Ist das der Reichstag?,0.9879695177078248,1
Aserbaidschan startet Militäroperation | Berg-Karabach,0.0083157792687416,0
Selenskyj rechnet in Rede vor Vereinten Nationen mit Putins Russland ab,0.9769127368927002,1
Flüchtlinge auf Lampedusa – „Ich war drei Tage in der Wüste“,0.0113756032660603,0
Feuer aus der Tiefe: Die ungezähmte Kraft der Vulkane | BILD Doku,0.0138920219615101,0
Polizisten entern Hebebühne bei Klima-Kleber-Attacke aufs Brandenburger Tor,0.721154510974884,1
Panzerhaubitze 2000 – seltener Blick in das Innere des Artillerie-Geschützes,0.0820330679416656,0
Der Zorn des Himmels: Tornados – Tod aus der Luft | BILD Doku,0.1553075164556503,0
Wütender Autofahrer besprüht Klima-Kleber mit Reizgas | Berlin,0.1043175384402275,0
Saab JAS 39 Gripen – Kampfjet zur Reperatur | XXL Werkstatt – BILD Doku,0.0112120360136032,0
Sapsan – Highspeed-Zug zur Inspektion | XXL Werkstatt – BILD Doku,0.1042947322130203,0
Asteroiden auf Kollisionskurs: Gefahr aus dem All | BILD Doku,0.0546573437750339,0
Bewegende Klitschko-Rede bei „BILD100“,0.8172829151153564,1
„BILD100“ in Berlin: Ein Fest für die Freiheit,0.0301288627088069,0
"Sturm-Warnung [Ep. 8]: Stürme, Taifune und Tornados | BILD Doku",0.2220246791839599,0
Erdbeben in Marokko: Drohne filmt gewaltige Zerstörung,0.0265897270292043,0
Putins Fuß zuckt mal wieder – Spekulationen um Gesundheitszustand,0.7627776265144348,1
Höhlenforscher Mark Dickey dankt seinen Rettern und allen Helfern,0.0587765574455261,0
Airbus A330 – Flieger auf der Hebebühne | XXL Werkstatt – BILD Doku,0.0193173345178365,0
Historische Dürre am Titicacasee | Südamerika,0.0054374951869249,0
Erdbeben in Marokko: So schlimm ist die Lage nahe am Epizentrum | Amizmiz (Atlas-Gebirge),0.1626458764076233,0
Überflutungs-Chaos auf der A2 | Nordrhein-Westfalen,0.3119506537914276,0
Kim Jong-un fährt mit Panzer-Zug zu Putin-Treffen nach Russland,0.8843392729759216,1
Der Grad der Schönheit – Geheimnisvolle Zeitkapsel | BILD Doku,0.0440392009913921,0
"Robinga Schnögelrögel – Der Mann, der mit Pflanzen pöbelt",0.0078007583506405,0
Marokko: Bergdorf Tafeghaghte durch Erdbeben nahezu ausgelöscht,0.065134972333908,0
Mark Dickeys Verlobte gibt Interview kurz vor seiner Rettung | Morca-Höhle (Türkei),0.2677909731864929,0
Radfahrer kickt mobilen Blitzer um – vor den Augen der Polizei,0.3715926110744476,0
Mark Dickey ist gerettet! Einsatzkräfte befreien Höhlenforscher aus der Tiefe | Morca-Höhle (Türkei),0.1413999497890472,0
Runen und die Symbole der Macht – Geheime Nazi-Expeditionen | BILD Doku,0.9819446802139282,1
Pandas geben sich aus Versehen gegenseitig Kopfnuss,0.1007237136363983,0
Horror-Fund am Meeresgrund – Forscher entdecken seltsames goldenes „Ei“,0.108708269894123,0
Hobby-Archäologe entdeckt sensationellen Goldschatz in Norwegen,0.0569401569664478,0
Gefangen 1000 Meter unter der Erde – Rettung von Mark Dickey hat begonnen | Morca-Höhle (Türkei),0.0685374960303306,0
TikTokerin bricht sich bei Dehnübung das Genick,0.1489114910364151,0
Brutale Räuber plündern Juwelier | Baden-Württemberg,0.0031480705365538,0
Klima-Chaoten attackieren Ryanair-Boss mit Sahnetorten | Brüssel,0.8284536004066467,1
Höhlenforscher Mark Dickey in 1000 Metern Tiefe gefangen | Türkei,0.2354598343372345,0
Wälder dieser Erde: Unsere Lebensader und ihre „Naturgewalten“ | BILD Doku,0.0003095509891863,0
Erdbeben in Marokko: Retter bergen Baby aus den Trümmern,0.045136384665966,0
Marokko: Augenzeuge Hammed erlebte das Jahrhundert-Beben,0.1830088347196579,0
Schweres Erdbeben – Marokko weint um mindestens 820 Tote,0.2789437770843506,0
Seen dieser Erde: Die Quelle des Lebens und ihre „Naturgewalten“ | BILD Doku,0.0003889920772053,0
Killer-Drohnen machen Jagd auf Putins Elite-Truppe | BILD Lagezentrum,0.9146726131439208,1
Stress in der Kabine – In 10.000 Meter Höhe | BILD Doku,0.4824290871620178,0
Klima-Aktivisten verprügelt: Autofahrer rastet brutal aus | Mannheim,0.8824278712272644,1
Sturm-Warnung [Ep. 7]: Die Flut drohte alles zu zerstören | BILD Doku,0.2381069809198379,0
Tornado wütet vor Griechenlands Küste,0.2160942554473877,0
Russen verhindern weiteren Durchbruch | BILD Lagezentrum,0.451084703207016,0
Tara packt aus: „Geheimer Gangbang in Reality-TV-Show!“,0.0042069694027304,0
3. Bluttat in Folge ++ Nukleares Ultimatum,0.5282900929450989,1
„Langer Tag der Flucht“: riesiges Papierfaltboot am Karlsplatz | krone.tv NEWS,0.0070527107454836,0
"Mausi Lugner feiert, Christian Mucha polarisiert & Chris Steger rockt |krone.tv ADABEI PRIMETIME",0.9685303568840028,1
Windsurfikone jagt in Doku gefährlichen Weltrekord | krone.tv STREAM ON,0.0260563064366579,0
"Der ""Anti-Autoplan"" der Grünen | krone.tv NEWS",0.9840630292892456,1
Trump soll Milliardärskumpel Details über Atom-U-Boote erzählt haben | krone.tv NEWS,0.9441060423851012,1
EU untersucht Subventionen für Chinas E-Autos | krone.tv NEWS,0.942347764968872,1
Heute: Welttag des Lächelns | krone.tv NEWS,0.0101598314940929,0
„Hat keinen Sinn mehr“ - Mord in Wien-Liesing | krone.tv NEWS,0.0010044163791462,0
"Paul Scharner: „Zeitpunkt ist jetzt besser, Verletzte zu haben“ | krone.tv Das Duell SPORT",0.0053849383257329,0
Bereits vier Chips implantiert: „Ich zahle mit der Hand!“ | krone.tv NACHGEFRAGT,0.2705765962600708,0
„INAKZEPTABEL“: Klien von FPÖ-Security „in Schwitzkasten“ genommen | krone.tv NEWS,0.6836703419685364,1
Mama von Alfons Haider ist tot | krone.tv NEWS,0.8473845720291138,1
„Giftiger Cocktail“ bringt Österreich Rezession | krone.tv NEWS,0.2289744168519973,0
"AUS für Amtsgeheimnis: ""War ein langer und steiniger Weg"" | krone.tv NEWS",0.1205423027276992,0
Viele Rätsel nach Kuhattacke auf Frau mit Hunden | krone.tv NEWS,0.0104183768853545,0
So geht's mit Kika/Leiner weiter! | krone.tv NEWS,0.3504213988780975,0
„Wildsau“: „Werde von Frauen öfter begrapscht“ | krone.tv DAS DUELL,0.0180726572871208,0
"Krone News, 05.10.2023: Anschlag auf AfD-Chef?  ++ Tödliche Hundeattacke | krone.tv NEWS",0.769859790802002,1
Mehr Ausbildungsplätze für Kindergartenpädagogen | krone.tv NEWS,0.0309675149619579,0
FPÖ ortet linksextreme Bedrohung in Österreich | krone.tv NEWS,0.9476966261863708,1
Amtsgeheimnis wird abgeschafft | krone.tv NEWS,0.2685096561908722,0
IP-Programmpräsentation 2023: Tolle Highlights im TV | krone.tv ADABEI,0.5312093496322632,1
„Grünen schaffen den Menschen bewusst Probleme“ | krone.tv NEWS,0.9462997317314148,1
Frauerl zu Attacke: „Er war doch wie ein Lamm“ | krone.tv NEWS,0.1099683493375778,0
Schulden-Explosion belastet EU-Budget | krone.tv NEWS,0.9426916241645812,1
Stößt Second-Hand bald Amazon vom Thron? | krone.tv NEWS,0.4606528580188751,0
"Tempo 150: „Schneller Thema, als man erwartet“ | krone.tv NACHGEFRAGT",0.6417592167854309,1
Kugler (ÖVP): „Werden Türkis-Grün durchziehen“ I KATIA WAGNER krone.tv,0.9808759689331056,1
Zug zerreißt Lkw ++ Grenzkontrollen zur Slowakei,0.4270382821559906,0
EU-Staaten einigen sich bei Kernpunkt der Asylreform | krone.tv NEWS,0.9579516649246216,1
London: Russland holte eigenen Kampfjet vom Himmel | krone.tv NEWS,0.2514179050922394,0
Freispruch für Stalker von Natalie Holzner | krone.tv NEWS,0.0561715997755527,0
Naarn: Alle Hunde weg - auch die Welpen | krone.tv NEWS,0.2271798700094223,0
Nach Live-Protest im TV: Reporterin zu jahrelanger Haft verurteilt | krone.tv NEWS,0.3935015499591827,0
"Baumeister empört: „Was heuer passiert ist, ist für mich eine Farce“ | krone.tv SPORT",0.001249709399417,0
"""Alle Hunde müssen weg. Das sind Waffen"" | krone.tv NEWS",0.1942149549722671,0
Korruption in der Ukraine ist „eigentliche Bedrohung“ | krone.tv NEWS,0.1214413344860076,0
Morddrohungen nach tödlichen Bissen in OÖ | krone.tv NEWS,0.2317011207342147,0
"2,4 Mrd. zusätzlich - Bund und Ländern gelingt erster Durchbruch | krone.tv  NEWS",0.9622674584388732,1
Unglück in Venedig - Zwei Österreicher unter Verletzten nach Busunfall | krone.tv NEWS,0.1037741675972938,0
Burger-Gate: „Wurde Video absichtlich gespielt?“ | CLUB 3 krone.tv,0.143367514014244,0
Hundebiss-Tragödie ++ Physik-Nobelpreis,0.0027415563818067,0
Ernst Baumeister: „Als Austria muss man kleinere Brötchen backen“ | krone.tv SPORT,0.0149570871144533,0
Jakob Jochmann: „Krems bekommt zu viele Gegentore“ | krone.tv SPORT,0.0028671585023403,0
Wie die Digitalisierung den Unterricht verändert | krone.tv NEWS,0.086864173412323,0
Nach tödlicher Attacke: „Hunde sollten jährlich überprüft werden!“ | krone.tv NEWS,0.2276839017868042,0
Wie KI das Klima und den Wein retten soll | krone.tv NEWS,0.3484233915805816,0
"Erfolgscoaches, Wunderheiler & co: „Wie eine Seuche, die sich da ausbreitet“",0.0816661119461059,0
Physik-Sensation: Erneut geht ein Nobelpreis nach Österreich! | krone.tv NEWS,0.002570868236944,0
Erdbebenserie bei Neapel: Vulkanologen besorgt | krone.tv NEWS,0.0176868308335542,0
Drama im Mittelmeer | krone.tv NEWS,0.0441009141504764,0
„Das Duell“: Glawischnig zum „Burger-Gate:„Das war mega-peinlich! | krone.tv DAS DUELL,0.0234478786587715,0
Prozessauftakt: Trump droht Millionenstrafe | krone.tv NEWS,0.9747491478919984,1
„Das Duell“: Mölzer zwinkernd: „Hab´ meditiert und zu Allah gebetet“ | krone.tv DAS DUELL,0.0423840098083019,0
So wollte die ÖVP die Grünen in die Mangel nehmen | krone.tv NEWS,0.9808393120765686,1
Tödliche Hunde-Attacke in Oberösterreich | krone.tv #österreich #news,0.0440957695245742,0
"„Haben uns umarmt, geweint und dann Szene gedreht“ | krone.tv STREAM ON",0.3812195658683777,0
Solar Summit: Gamechanger Sonnenenergie I krone.tv,0.2572049498558044,0
Hund biss Frau tot: Opfer ist direkte Nachbarin | krone.tv NEWS,0.0430327914655208,0
Experte: „Weit über eine Million Asylanträge in EU“ | krone.tv NEWS,0.3013620674610138,0
"Arm oder Reich? Der Sozialstaat funktioniert, aber nicht lückenlos | krone.tv NEWS",0.9270337224006652,1
Medizin-Nobelpreis ++ „Rammbock“-Bande schlug wieder zu,0.0135974837467074,0
Warum Andreas Mölzer bei den Taliban zu Besuch war | krone.tv NEWS,0.2681740820407867,0
Hoppe: „Nehammer ist ja nicht einmal gewählt worden“ | krone.tv NACHGEFRAGT,0.214526817202568,0
"Diese ""True Crime""-Highlights sind ein Muss! | krone.tv STREAM ON",0.0104083148762583,0
Christian Mucha: „Finanznöte? Dann muss man halt ordentlich hackeln!“ |krone.tv ADABEI,0.6171954274177551,1
Medizin-Nobelpreis für Basis von Corona-Impfung | krone.tv NEWS,0.0109551530331373,0
"""Lebe im Hier und Jetzt"": Chris Steger über Liebe, Freundschaft & neues Album | krone.tv ADABEI",0.0003138108586426,0
Gipfel in Kiew: EU setzt außergewöhnliches Zeichen | krone.tv NEWS,0.8287656307220459,1
Details der Tragödie - Die Schande am K2 | krone.tv NEWS,0.0543491020798683,0
Verhandlungen starten - Der Lohnkampf ist nicht zu gewinnen | krone.tv NEWS,0.1423510760068893,0
Asyl-Achse Wien-Rom gegen private Seenotrettung | krone.tv NEWS,0.2733803391456604,0
Nach Anschlag in Ankara - Türkei greift Ziele im Nordirak an | krone.tv NEWS,0.4674533009529114,0
"Feiernde Promis, Sasha im Interview & Auszeichnung für Leona König |lkone.tv ADABEI PRIMETIME",0.0418325588107109,0
Birdy: Vom Teenage-Star zur gereiften Künstlerin | krone.tv ADABEI,0.0047459653578698,0
Empörung um Nehammer Video | krone.tv NEWS,0.2948237061500549,0
Legasthenie: „Es fehlen qualifizierte Lehrer“ | krone.tv NEWS,0.237774983048439,0
Sommer ohne Ende - September so warm wie noch nie | krone.tv NEWS,0.1298434287309646,0
"Kinder auf WC eingesperrt ++ Kanzler: ""Ich stehe dazu""",0.9575018882751464,1
YouTube sinnvoller - Ukrainische Soldaten enttäuscht von NATO-Training | krone.tv NEWS,0.062373861670494,0
Wien: Kleine Kinder auf WC eingesperrt und misshandelt | krone.tv NEWS,0.0987562984228134,0
Wärmster September der heimischen Messgeschichte | krone.tv NEWS,0.3702253699302673,0
Neues Parlament kam uns viel teurer als geplant | krone.tv NEWS,0.9964480996131896,1
Wertvolle Böden: Deshalb sind wir nicht gut auf Wetterextreme vorbereitet | krone.tv NACHGEFRAGT,0.0030219452455639,0
Das große Kasperltheater der Kanzlerkandidaten | krone.tv NEWS,0.9959535002708436,1
Wienerin verliert ihren Leguan auf der Donauinsel | krone.tv NEWS,0.4960938394069671,0
"""Das ist typisch Elon Musk"" - Wiener Hirnforscher über Neuralink | krone.tv NEWS",0.0177378021180629,0
Die Prostata! Schockdiagnose für Habsburg | krone.tv NEWS,0.3166333138942718,0
Russische Diamanten: Jetzt stehen Sanktionen bevor | krone.tv NEWS,0.9904406070709229,1
Trotz breiter Empörung - Bundeskanzler Nehammer legt nach: „Ich stehe dazu“ | krone.tv NEWS,0.966044008731842,1
Polen: Rakete wurde aus der Ukraine abgefeuert | krone.tv NEWS,0.1723807156085968,0
"Kleingarten-König macht weiter, als wäre nichts | krone.tv NEWS",0.0157391093671321,0
Nehammer-Video++ Michael Gambon gestorben,0.4047427177429199,0
"Lugner lässt's krachen: „Was auf der Wiesn passiert, bleibt auf der Wiesn“ |krone.tv ADABEI",0.0697632282972335,0
"""Danke für die Zeit"": Lizz Görgl präsentiert Debutalbum |krone.tv ADABEI",0.0752613171935081,0
Migrationsforscherin: „Italien müsste viel mehr Flüchtlinge aufnehmen“  krone.tv NACHGEFRAGT,0.2156809717416763,0
Klimaaktivist: „Zivilisation steht auf dem Spiel“ | krone.tv NACHGEFRAGT,0.9942250847816468,1
Gendern: Mehrheit gegen Binnen-I | krone.tv NEWS,0.6727617979049683,1
